0.000000	-0.000000	0.000000
0.100000	-0.000000	0.000000
0.200000	-0.000000	0.000000
0.300000	-0.000000	0.000000
0.400000	-0.000000	0.000000
0.500000	-0.000000	0.000000
0.600000	-0.000000	0.000000
0.700000	-0.000000	0.000000
0.800000	-0.000000	0.000000
0.900000	-0.000000	0.000000
1.000000	-0.000000	0.000000
1.100000	-0.000000	0.000000
0.000000	-0.100000	9.090909
0.100000	-0.100000	7.372491
0.200000	-0.100000	5.754187
0.300000	-0.100000	4.322364
0.400000	-0.100000	3.123760
0.500000	-0.100000	2.179978
0.600000	-0.100000	1.469722
0.700000	-0.100000	0.960667
0.800000	-0.100000	0.601861
0.900000	-0.100000	0.349144
1.000000	-0.100000	0.159582
1.100000	-0.100000	0.000000
0.000000	-0.200000	18.181818
0.100000	-0.200000	14.784707
0.200000	-0.200000	11.587986
0.300000	-0.200000	8.746543
0.400000	-0.200000	6.371936
0.500000	-0.200000	4.483224
0.600000	-0.200000	3.062014
0.700000	-0.200000	2.025024
0.800000	-0.200000	1.288889
0.900000	-0.200000	0.755765
1.000000	-0.200000	0.349144
1.100000	-0.200000	0.000000
0.000000	-0.300000	27.272727
0.100000	-0.300000	22.287305
0.200000	-0.300000	17.581872
0.300000	-0.300000	13.401074
0.400000	-0.300000	9.872998
0.500000	-0.300000	7.062729
0.600000	-0.300000	4.907039
0.700000	-0.300000	3.319383
0.800000	-0.300000	2.153898
0.900000	-0.300000	1.288889
1.000000	-0.300000	0.601861
1.100000	-0.300000	0.000000
0.000000	-0.400000	36.363636
0.100000	-0.400000	29.928263
0.200000	-0.400000	23.852878
0.300000	-0.400000	18.410989
0.400000	-0.400000	13.808702
0.500000	-0.400000	10.074140
0.600000	-0.400000	7.182398
0.700000	-0.400000	4.978663
0.800000	-0.400000	3.319383
0.900000	-0.400000	2.025024
1.000000	-0.400000	0.960667
1.100000	-0.400000	0.000000
0.000000	-0.500000	45.454545
0.100000	-0.500000	37.780241
0.200000	-0.500000	30.498663
0.300000	-0.500000	23.960280
0.400000	-0.500000	18.338519
0.500000	-0.500000	13.735708
0.600000	-0.500000	10.054403
0.700000	-0.500000	7.182398
0.800000	-0.500000	4.907039
0.900000	-0.500000	3.062014
1.000000	-0.500000	1.469722
1.100000	-0.500000	0.000000
0.000000	-0.600000	54.545455
0.100000	-0.600000	45.890154
0.200000	-0.600000	37.660770
0.300000	-0.600000	30.173655
0.400000	-0.600000	23.681342
0.500000	-0.600000	18.207702
0.600000	-0.600000	13.735708
0.700000	-0.600000	10.074140
0.800000	-0.600000	7.062729
0.900000	-0.600000	4.483224
1.000000	-0.600000	2.179978
1.100000	-0.600000	0.000000
0.000000	-0.700000	63.636364
0.100000	-0.700000	54.323027
0.200000	-0.700000	45.397704
0.300000	-0.700000	37.214521
0.400000	-0.700000	29.938074
0.500000	-0.700000	23.681342
0.600000	-0.700000	18.338519
0.700000	-0.700000	13.808702
0.800000	-0.700000	9.872998
0.900000	-0.700000	6.371936
1.000000	-0.700000	3.123760
1.100000	-0.700000	0.000000
0.000000	-0.800000	72.727273
0.100000	-0.800000	63.078612
0.200000	-0.800000	53.780423
0.300000	-0.800000	45.087652
0.400000	-0.800000	37.214521
0.500000	-0.800000	30.173655
0.600000	-0.800000	23.960280
0.700000	-0.800000	18.410989
0.800000	-0.800000	13.401074
0.900000	-0.800000	8.746543
1.000000	-0.800000	4.322364
1.100000	-0.800000	0.000000
0.000000	-0.900000	81.818182
0.100000	-0.900000	72.153597
0.200000	-0.900000	62.732388
0.300000	-0.900000	53.780423
0.400000	-0.900000	45.397704
0.500000	-0.900000	37.660770
0.600000	-0.900000	30.498663
0.700000	-0.900000	23.852878
0.800000	-0.900000	17.581872
0.900000	-0.900000	11.587986
1.000000	-0.900000	5.754187
1.100000	-0.900000	0.000000
0.000000	-1.000000	90.909091
0.100000	-1.000000	81.463108
0.200000	-1.000000	72.153597
0.300000	-1.000000	63.078612
0.400000	-1.000000	54.323027
0.500000	-1.000000	45.890154
0.600000	-1.000000	37.780241
0.700000	-1.000000	29.928263
0.800000	-1.000000	22.287305
0.900000	-1.000000	14.784707
1.000000	-1.000000	7.372491
1.100000	-1.000000	0.000000
0.000000	-1.100000	100.000000
0.100000	-1.100000	90.909091
0.200000	-1.100000	81.818182
0.300000	-1.100000	72.727273
0.400000	-1.100000	63.636364
0.500000	-1.100000	54.545455
0.600000	-1.100000	45.454545
0.700000	-1.100000	36.363636
0.800000	-1.100000	27.272727
0.900000	-1.100000	18.181818
1.000000	-1.100000	9.090909
1.100000	-1.100000	0.000000
